source_group,price,area_total,rooms,floor,floors_total,address,metro,metro_walk_min,kitchen_area,walls,link
2k,31300000,55.6,2,28,66,"2к, 55.6м², 28/66 этаж, ул. проспект Генерала Дорохова, 49, Москва, квартира",Матвеевская,14,18.7,Монолитные,https://msk.etagi.com/realty/10710146/
2k,26800000,63.0,2,15,19,"2к, 63м², 15/19 этаж, ул. 2-й Грайвороновский проезд, 44к2, Москва, квартира",Стахановская,5,9.0,Монолитные,https://msk.etagi.com/realty/10710177/
2k,27000000,36.0,2,6,9,"2к, 36м², 6/9 этаж, ул. Новокузнецкая, 35-37с1, Москва, квартира",На карте Павелецкая,3,10.0,Газоблоки BCU,https://msk.etagi.com/realty/10710507/
2k,21400000,50.3,2,10,33,"2к, 50.3м², 10/33 этаж, ул. проезд Стройкомбината, 1, Москва, квартира",Очаково,5,9.0,Монолитные железо-керамзитно бетонные,https://msk.etagi.com/realty/10710930/
2k,21910844,66.7,2,10,33,"2к, 66.7м², 10/33 этаж, ул. Клинская, 2а, Москва, квартира",Грачёвская,6,13.6,Монолитные,https://msk.etagi.com/realty/10715582/
2k,22701814,69.2,2,18,33,"2к, 69.2м², 18/33 этаж, ул. Клинская, 2а, Москва, квартира",Грачёвская,6,13.6,Монолитные,https://msk.etagi.com/realty/10715651/
2k,39900000,86.0,2,11,18,"2к, 86м², 11/18 этаж, ул. Красностуденческий проезд, 6, Москва, квартира",На карте Тимирязевская,17,13.3,Монолитные,https://msk.etagi.com/realty/10715718/
2k,27000000,56.9,2,13,26,"2к, 56.9м², 13/26 этаж, ул. Дмитровское шоссе, 73б, Москва, квартира",Верхние Лихоборы,5,11.7,Монолитные,https://msk.etagi.com/realty/10084294/
2k,38990000,42.8,2,9,45,"2к, 42.8м², 9/45 этаж, ул. Кутузовский проезд, 16а, Москва, квартира",На карте Фили,6,20.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/10623303/
2k,18000000,56.0,2,2,15,"2к, 56м², 2/15 этаж, ул. Ангарская, 33а, Москва, квартира",,,10.2,Монолитные,https://msk.etagi.com/realty/10639091/
2k,14900000,47.0,2,10,12,"2к, 47м², 10/12 этаж, ул. Сколковское шоссе, 14, Москва, квартира",,,10.0,Блочные,https://msk.etagi.com/realty/10639293/
2k,28000000,40.0,2,6,14,"2к, 40м², 6/14 этаж, ул. Старый Петровско-Разумовский проезд, 2, Москва, квартира",На карте Гражданская,11,5.0,Блоки железобетонные,https://msk.etagi.com/realty/10639448/
2k,20900000,50.5,2,15,16,"2к, 50.5м², 15/16 этаж, ул. Шенкурский проезд, 14, Москва, квартира",Алтуфьево,5,11.0,Блочные,https://msk.etagi.com/realty/10641819/
2k,18800000,63.1,2,2,5,"2к, 63.1м², 2/5 этаж, ул. Орехово-Зуевский проезд, 22, Москва, квартира",Чухлинка,8,7.5,Кирпичные,https://msk.etagi.com/realty/10647932/
2k,24500000,62.0,2,8,18,"2к, 61.9м², 8/18 этаж, ул. Каширское шоссе, 65к1, Москва, квартира",На карте Домодедовская,18,22.0,Монолитные,https://msk.etagi.com/realty/10648015/
2k,23390000,66.9,2,17,23,"2к, 66.9м², 17/23 этаж, ул. Анны Ахматовой, 11к1, Москва, квартира",всего,2,17.0,Монолитные,https://msk.etagi.com/realty/10654249/
2k,17200000,44.8,2,4,5,"2к, 44.8м², 4/5 этаж, ул. Азовская, 14, Москва, квартира",-,7,6.0,Блочные,https://msk.etagi.com/realty/10656209/
2k,22000000,58.7,2,,,"2к, 58.7м², 1 этаж, ул. Дмитровское шоссе, 115к1, Москва, квартира",Яхромская,9,7.1,,https://msk.etagi.com/realty/10656223/
2k,14500000,53.88,2,16,16,"2к, 53.88м², 16/16 этаж, ул. Ленинградское шоссе, 229бк2, Москва, квартира",Новоподрезково,14,13.0,Монолитные,https://msk.etagi.com/realty/10530854/
2k,34900000,90.0,2,18,20,"2к, 90м², 18/20 этаж, ул. Нововладыкинский проезд, 1к1, Москва, квартира",На карте Окружная,8,20.0,Монолитные,https://msk.etagi.com/realty/10536592/
2k,76900000,77.2,2,9,15,"2к, 77.2м², 9/15 этаж, ул. Ленинский проспект, 38, Москва, апартаменты",На карте Площадь Гагарина,14,9.0,Монолитно-Каркасные,https://msk.etagi.com/realty/10541542/
2k,17200000,60.0,2,2,17,"2к, 60м², 2/17 этаж, ул. Рождественская, 37, Москва, квартира",Некрасовка,3,12.0,Кирпичные,https://msk.etagi.com/realty/10543393/
2k,33000000,58.5,2,12,24,"2к, 58.5м², 12/24 этаж, ул. Новаторов, 4к5, Москва, квартира",Новаторская,8,10.0,Монолитные,https://msk.etagi.com/realty/10546499/
2k,16800000,52.1,2,11,14,"2к, 52.1м², 11/14 этаж, ул. Совхозная, 19, Москва, квартира",На карте Люблино,12,9.0,Панельные,https://msk.etagi.com/realty/10547480/
2k,67000000,56.1,2,4,8,"2к, 56.1м², 4/8 этаж, ул. Большая Садовая, 1, Москва, квартира",Маяковская-,7,15.0,Кирпичные,https://msk.etagi.com/realty/10547809/
2k,23250000,54.1,2,18,33,"2к, 54.1м², 18/33 этаж, ул. Сигнальный проезд, 16к1, Москва, квартира",На карте Владыкино,12,19.0,Бетонные,https://msk.etagi.com/realty/10548410/
2k,68000000,64.7,2,26,26,"2к, 64.7м², 26/26 этаж, ул. Новый Арбат, 15, Москва, апартаменты",Арбатская,8,20.0,Монолитные,https://msk.etagi.com/realty/10551177/
2k,19000000,58.0,2,10,24,"2к, 58м², 10/24 этаж, ул. Амурская, 1/2/1, Москва, квартира",Локомотив,11,10.0,Арбоблок,https://msk.etagi.com/realty/10554476/
2k,21200000,60.0,2,3,37,"2к, 60м², 3/37 этаж, ул. Амурская, 1ак1, Москва, апартаменты",На карте Щёлковская,39,10.0,Монолитные,https://msk.etagi.com/realty/10555107/
2k,13500000,39.2,2,2,5,"2к, 39.2м², 2/5 этаж, ул. Амурская, 1ак3, Москва, апартаменты",Локомотив,15,12.3,Монолитные,https://msk.etagi.com/realty/10347797/
2k,41500000,63.6,2,7,19,"2к, 63.6м², 7/19 этаж, ул. Ленинградский проспект, 29к1, Москва, квартира",Динамо,9,12.0,Монолитные,https://msk.etagi.com/realty/10400022/
2k,34550000,62.7,2,2,9,"2к, 62.7м², 2/9 этаж, ул. Кутузовский проспект, 23к1, Москва, квартира",Выставочная Студенческая,9,9.7,Кирпичные,https://msk.etagi.com/realty/10406470/
2k,26840000,54.2,2,8,13,"2к, 54.2м², 8/13 этаж, ул. Золоторожский Вал, 8, Москва, апартаменты",Серп и Молот,8,11.0,Монолитные,https://msk.etagi.com/realty/10406812/
2k,30990000,53.9,2,19,22,"2к, 53.9м², 19/22 этаж, ул. Беломорская, 23к3, Москва, квартира",,,10.0,Монолитные,https://msk.etagi.com/realty/10410012/
2k,20700000,46.9,2,8,12,"2к, 46.9м², 8/12 этаж, ул. Славянский бульвар, 1, Москва, апартаменты",На карте Славянский бульвар,8,6.2,Панельные,https://msk.etagi.com/realty/10417755/
2k,18000000,42.7,2,8,8,"2к, 42.7м², 8/8 этаж, ул. 1-й Сельскохозяйственный проезд, 3, Москва, квартира",Ростокино ВДНХ,17,5.4,Кирпичные,https://msk.etagi.com/realty/10421465/
2k,16500000,51.2,2,17,17,"2к, 51.2м², 17/17 этаж, ул. Адмирала Лазарева, 57, Москва, квартира",,,8.0,Панельные,https://msk.etagi.com/realty/10425684/
2k,39000000,67.0,2,3,5,"2к, 67м², 3/5 этаж, ул. Октябрьская, 67, Москва, апартаменты",На карте Марьина Роща,5,33.0,Монолитный железобетонный каркас,https://msk.etagi.com/realty/10428091/
2k,39900000,74.1,2,12,32,"2к, 74.1м², 12/32 этаж, ул. Херсонская, 43к5, Москва, квартира",На карте Зюзино,14,17.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/10432016/
2k,46000000,54.1,2,9,23,"2к, 54.1м², 9/23 этаж, ул. Мытная, 40к4, Москва, квартира",,,10.0,Монолитные,https://msk.etagi.com/realty/10438612/
2k,20000000,52.0,2,7,17,"2к, 52м², 7/17 этаж, ул. Орехово-Зуевский проезд, 14, Москва, квартира",На карте Стахановская,6,7.4,Монолитные,https://msk.etagi.com/realty/10198009/
2k,42350000,74.5,2,9,23,"2к, 74.5м², 9/23 этаж, ул. Нижние Мнёвники, 16к6, Москва, квартира",Терехово,6,21.1,Монолитные,https://msk.etagi.com/realty/10203893/
2k,20300000,39.0,2,6,24,"2к, 39м², 6/24 этаж, ул. Каширское шоссе, 74а, Москва, квартира",Москворечье,11,12.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/10210280/
2k,11000000,46.9,2,2,10,"2к, 46.9м², 2/10 этаж, ул. 5-я Мякининская, 20, Москва, апартаменты",На карте Строгино,24,10.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/10235939/
2k,15600000,44.7,2,8,12,"2к, 44.7м², 8/12 этаж, ул. Зарайская, 51к2, Москва, квартира",На карте Плющево,5,6.0,Кирпичные,https://msk.etagi.com/realty/10247000/
2k,15000000,46.0,2,9,12,"2к, 46м², 9/12 этаж, ул. Клязьминская, 2/26, Москва, квартира",Грачёвская,24,6.0,Панели железобетонные,https://msk.etagi.com/realty/10247129/
2k,17000000,43.0,2,5,5,"2к, 43м², 5/5 этаж, ул. Демьяна Бедного, 20к5, Москва, квартира",Народное Ополчение,8,6.0,Кирпичные,https://msk.etagi.com/realty/10249372/
2k,14900000,48.0,2,4,5,"2к, 48м², 4/5 этаж, ул. Батюнинская, 1, Москва, квартира",Перерва,11,6.0,Панели железобетонные,https://msk.etagi.com/realty/10249374/
2k,40900000,68.0,2,12,17,"2к, 68м², 12/17 этаж, ул. Гжатская, 5к1, Москва, квартира",На карте Давыдково,15,24.0,Монолитные,https://msk.etagi.com/realty/10249475/
2k,20900000,47.0,2,5,9,"2к, 47м², 5/9 этаж, ул. Хорошёвское шоссе, 39к1, Москва, квартира",На карте Хорошёво,5,9.0,Панельные,https://msk.etagi.com/realty/10266094/
2k,15558000,45.0,2,3,3,"2к, 45м², 3/3 этаж, ул. Комсомольская, 56, Москва, квартира",Подрезково,14,13.0,Арбоблок,https://msk.etagi.com/realty/12185316/
2k,28000000,79.0,2,3,5,"2к, 79м², 3/5 этаж, ул. Винокурова, 5/6к1, Москва, квартира",Академическая,12,10.0,Блочные,https://msk.etagi.com/realty/10003007/
2k,18500000,41.8,2,1,5,"2к, 41.8м², 1/5 этаж, ул. Веерная, 14к2, Москва, квартира",Матвеевская,11,9.0,Панельные,https://msk.etagi.com/realty/9878722/
2k,27500000,57.5,2,3,26,"2к, 57.5м², 3/26 этаж, ул. Смольная, 49, Москва, квартира",Беломорская,5,17.0,Монолитные,https://msk.etagi.com/realty/9881655/
2k,41900000,72.7,2,3,14,"2к, 72.7м², 3/14 этаж, ул. проспект Генерала Дорохова, 39к1б, Москва, квартира",Свой выезд на проспект Генерала Дорохова -,4,23.0,Монолитный железобетонный каркас,https://msk.etagi.com/realty/9886116/
2k,4000000,53.2,2,17,17,"2к, 53.2м², 17/17 этаж, ул. Щорса, 8, Москва, квартира",Солнцево,15,9.1,Железо-бетон,https://msk.etagi.com/realty/9961106/
2k,15400000,50.6,2,3,17,Посмотреть 14 фото,до,15,10.0,Монолитные,https://msk.etagi.com/realty/9967840/
2k,14490000,37.9,2,21,21,"2к, 37.9м², 21/21 этаж, ул. Сокольнический Вал, 1, Москва, апартаменты",На карте Рижская,14,10.0,Монолитные,https://msk.etagi.com/realty/9968416/
